"Project","Hash","LongName","McCC","CLOC","PDA","PUA","LLOC","LOC","Number of Bugs"
"elasticsearch","1ef24d2a85f1636f95ee6e536f6cfb1aa9eadcfe","core/src/main/java/org/elasticsearch/rest/action/admin/indices/analyze/RestAnalyzeAction.java","30","0","1","3","109","143","1"
"elasticsearch","292e53fe77cae17362029d79e6afb937e75eec89","src/main/java/org/elasticsearch/index/query/HasChildQueryParser.java","30","0","1","3","118","157","0"
"elasticsearch","17a5575757317962dab4c295bbfacbdb136cc61e","src/main/java/org/elasticsearch/index/query/HasChildQueryParser.java","30","0","1","3","123","169","0"
"elasticsearch","17a5575757317962dab4c295bbfacbdb136cc61e","src/main/java/org/elasticsearch/index/query/HasParentFilterParser.java","30","0","1","3","125","172","0"
"elasticsearch","fa80ca97b252ef72e6bf4d63307acee5ed3abd04","src/main/java/org/elasticsearch/index/query/IndicesFilterParser.java","30","0","1","3","141","183","1"
"orientdb","624f1a5141edc778044c79a56d1ddaf8d4ff8fbb","graphdb/src/main/java/com/orientechnologies/orient/graph/sql/functions/OSQLFunctionShortestPath.java","30","0","1","3","156","218","0"
"elasticsearch","523a8b4c3e8003316f3e7c6a74bdd5e4e1818dd6","plugins/river/twitter/src/main/java/org/elasticsearch/river/twitter/TwitterRiver.java","30","0","1","3","214","275","0"
"netty","23d017849429c18e1890b0a5799e5262df4f269f","example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java","30","0","1","3","240","976","1"
"netty","9128d4f16a8ccb102bbf863b88e6be8e5574333d","example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java","30","0","1","3","240","976","2"
"netty","a4a92ee14aa7796ad2aae9c12a7be6f6affb1517","example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java","30","0","1","3","240","976","1"
"netty","97bdabad9c62eecb72555911cfa9f74570204943","example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java","30","0","1","3","242","978","0"
"netty","2a6ed67efc4ffb15647313b82e450a3951a6a3bd","example/src/main/java/io/netty/example/http/upload/HttpUploadClient.java","30","0","1","3","246","982","1"
"BroadleafCommerce","37ce7dedd531abdd755c6596255d875d7e92289f","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/catalog/dao/ProductDaoImpl.java","30","0","1","30","482","671","1"
"elasticsearch","f5b3c08df27813a6f0de09a4d93bc0a71ed855ac","src/main/java/org/elasticsearch/index/query/MissingFilterParser.java","30","0","1","4","128","181","0"
"elasticsearch","ea91adf6a1ed28c1a93a6c5d38a6e02ed295ed07","src/main/java/org/elasticsearch/cloud/aws/InternalAwsS3Service.java","30","0","1","4","158","211","3"
"BroadleafCommerce","73b572fb130796355d80fdc8d5007c0d5f3a84cd","admin/broadleaf-open-admin-platform/src/main/java/org/broadleafcommerce/openadmin/server/service/persistence/validation/EntityValidatorServiceImpl.java","30","0","1","4","158","242","1"
"elasticsearch","b8cd82e5c2a9577dfd521df80f7fbc893145fe41","core/src/main/java/org/elasticsearch/rest/action/search/RestSearchAction.java","30","0","1","4","180","241","2"
"elasticsearch","eb754a71be77efbfceb233573c2dc34f7eb7b702","core/src/main/java/org/elasticsearch/rest/action/search/RestSearchAction.java","30","0","1","4","183","257","0"
"elasticsearch","d395c0a844ad793f9e0e8ba1d87af1bcb6eecb28","modules/elasticsearch/src/main/java/org/elasticsearch/search/facet/datehistogram/DateHistogramFacetProcessor.java","30","0","1","4","184","236","1"
"elasticsearch","19cce0b32917a6034ab50b2e33111f37de418139","src/main/java/org/elasticsearch/transport/netty/MessageChannelHandler.java","30","0","1","4","226","284","1"
"elasticsearch","adf0c8424bedd36447f985b1d515e8a78578a9f0","src/main/java/org/elasticsearch/transport/netty/MessageChannelHandler.java","30","0","1","4","226","284","1"
"elasticsearch","c9b0e1de6cbd9acbc9a817a6d24b16d93005b9df","src/main/java/org/elasticsearch/transport/netty/MessageChannelHandler.java","30","0","1","4","231","290","0"
"elasticsearch","5a64f08f048461a63a0ca1354a5050c954e63d52","core/src/main/java/org/elasticsearch/common/unit/TimeValue.java","30","0","1","44","254","336","0"
"hazelcast","2c81092eb6e16c06a424d7f692cb8b5bacc736d2","hazelcast/src/main/java/com/hazelcast/map/operation/MapReplicationOperation.java","30","0","1","5","152","193","0"
"hazelcast","48ccb689ade8d8b2bd589727a2bc6768649d74a0","hazelcast/src/main/java/com/hazelcast/map/operation/MapReplicationOperation.java","30","0","1","5","152","193","0"
"hazelcast","db4fb00ba52360f0ec10bf3e6a6d7bc92767daf6","hazelcast/src/main/java/com/hazelcast/internal/partition/impl/PartitionStateManager.java","30","0","1","5","250","330","1"
"hazelcast","cb942ed6b06c7ac37c4dc0883bdce436a412cdb4","hazelcast/src/main/java/com/hazelcast/cluster/impl/ClusterStateManager.java","30","0","1","5","280","359","1"
"hazelcast","4d8aae6dd931c55b38df88e7e066c3f862b36bac","hazelcast/src/main/java/com/hazelcast/cluster/impl/ClusterStateManager.java","30","0","1","5","281","360","0"
"elasticsearch","4ff3e1926b0b0a092a9fcb70f47fb49977ec2d70","src/main/java/org/elasticsearch/index/fielddata/ScriptDocValues.java","30","0","1","51","328","419","0"
"elasticsearch","ac5701968b3ec30321a1ba377cdd0c4c71aed69c","src/main/java/org/elasticsearch/index/fielddata/ScriptDocValues.java","30","0","1","55","340","435","1"
"hazelcast","3aebc8d474501cbcb45fbcc77790438437e3684b","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientMapProxy.java","30","0","1","57","489","585","0"
"elasticsearch","7454c7c1924405cff3082ddbf74b769f4fd865be","src/main/java/org/elasticsearch/gateway/local/LocalGateway.java","30","0","1","6","161","211","0"
"elasticsearch","a872c88f03b50b34036617dcc9ed36a0110bc84e","src/main/java/org/elasticsearch/gateway/local/LocalGateway.java","30","0","1","6","161","213","0"
"elasticsearch","3f6a3c01dadb1951b597ffdbd068359a2fbc84c8","core/src/test/java/org/elasticsearch/cluster/routing/allocation/RandomAllocationDeciderTests.java","30","0","1","6","167","215","1"
"elasticsearch","19ff93b09af046d5a5223265698e90ce40b3040d","modules/elasticsearch/src/main/java/org/elasticsearch/index/analysis/SynonymTokenFilterFactory.java","30","0","1","6","176","255","0"
"netty","1cc04e7ddadd5fbe2471dfbb111c4d63ddb0599d","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentEncoder.java","30","0","1","6","179","284","0"
"netty","c93f5afa99c74e1a03cb19ccd198887f6e4003e2","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentEncoder.java","30","0","1","6","179","284","0"
"netty","fcba55329c1bc7072d8c9a0e43f382c139a710ab","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentEncoder.java","30","0","1","6","181","286","0"
"orientdb","80bcaebf6afbb4e77d68a6eb4844de540f62458b","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLLiveSelect.java","30","0","1","6","184","233","0"
"BroadleafCommerce","0b7138a2f45e718d9ed1b1808581fd2714e53f4a","core/broadleaf-framework-web/src/main/java/org/broadleafcommerce/core/web/processor/UncacheableDataProcessor.java","30","0","1","6","190","263","0"
"elasticsearch","235452329a4ec8b3b7b25080e9171cc9f6115de9","core/src/main/java/org/elasticsearch/index/percolator/PercolatorQueriesRegistry.java","30","0","1","6","246","330","1"
"elasticsearch","fbae6e940b0f7932022ea3da727079219e2dc3bb","src/main/java/org/elasticsearch/index/percolator/PercolatorQueriesRegistry.java","30","0","1","6","256","318","2"
"elasticsearch","38f038f899f2b321a4d691343514b0392411bbbc","src/main/java/org/elasticsearch/index/percolator/PercolatorQueriesRegistry.java","30","0","1","6","257","319","0"
"neo4j","3599e18da72ec8de97cdc2b250bb7b4cbb86674b","community/server/src/main/java/org/neo4j/server/rest/transactional/TransactionHandle.java","30","0","1","6","311","373","0"
"neo4j","13e3d20860f871d1c13c10429f2d4d31d6180c8b","community/kernel/src/main/java/org/neo4j/kernel/impl/api/store/StorageLayer.java","30","0","1","69","629","738","1"
"neo4j","530cd9dd6f2874f7121a6905d6d7ad1a6b42f376","community/kernel/src/main/java/org/neo4j/kernel/impl/api/store/StorageLayer.java","30","0","1","69","629","738","2"
"orientdb","2be5212bdb27f0c211da918620ee66e176ce3b76","core/src/test/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLSelectTest.java","30","0","1","69","853","1083","5"
"orientdb","f5342a06d22fef67a4b57022c3752e261fc4ba08","core/src/test/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLSelectTest.java","30","0","1","69","853","1083","5"
"netty","d5bf1a1187925f76329ec96bd4ea0913bc2d4815","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentEncoder.java","30","0","1","7","200","309","0"
"elasticsearch","13805c2a23763da08a15c5f1de618edb95d340dc","test/framework/src/main/java/org/elasticsearch/test/rest/ESRestTestCase.java","30","0","1","7","256","369","1"
"orientdb","3234bb99b3d0e3c6b4c76b52d2d4b4c87560d7c5","core/src/test/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLSelectTest.java","30","0","1","70","871","1104","4"
"orientdb","18cd65a01da887f62ad650e02aa8a19049df9994","core/src/test/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLSelectTest.java","30","0","1","71","919","1162","5"
"elasticsearch","2e64edd4e7abaca0bd1f6488dbede37bc1ba88dc","modules/elasticsearch/src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdCache.java","30","0","1","8","185","259","0"
"elasticsearch","f5fbe0d66cb000f40d5f3305d4e2c42fe73b908e","modules/elasticsearch/src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdCache.java","30","0","1","8","185","259","0"
"elasticsearch","8db27cc5bcaf38067c6bd1f6abf93b023bffe78b","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdCache.java","30","0","1","8","191","265","1"
"elasticsearch","2a6e6866bd6a25f469c07ba0766edec6272e93ac","core/src/main/java/org/elasticsearch/search/aggregations/bucket/significant/SignificantTermsAggregatorFactory.java","30","0","1","8","253","328","1"
"elasticsearch","3aed047bdedde1bda189cbfc2f81e65af42e57c5","core/src/main/java/org/elasticsearch/search/aggregations/bucket/significant/SignificantTermsAggregatorFactory.java","30","0","1","8","256","331","0"
"elasticsearch","ce7195d81abafd0a880ebbc2d1514ab608e56b79","core/src/main/java/org/elasticsearch/search/aggregations/bucket/significant/SignificantTermsAggregatorFactory.java","30","0","1","8","288","369","0"
"elasticsearch","e458d4fd93136cfc42708d9311d05bee36f69321","src/main/java/org/elasticsearch/index/search/child/ParentQuery.java","30","0","1","8","318","396","0"
"hazelcast","1f042b8c4a4245594691bb6d85a66ceed9b43068","hazelcast/src/test/java/com/hazelcast/internal/ascii/MemcacheTest.java","30","0","1","9","227","264","1"
"hazelcast","d568e4d926d925d57d4e79e34614390416749301","hazelcast/src/test/java/com/hazelcast/internal/ascii/MemcacheTest.java","30","0","1","9","228","265","0"
"BroadleafCommerce","2165174b7a2ab0631afe178e161297c13bc468c4","common/src/main/java/org/broadleafcommerce/common/resource/service/ResourceBundlingServiceImpl.java","30","0","1","9","237","334","0"
"BroadleafCommerce","5261324c4a823223f0c5a2c8b6a80e12fa172a8a","common/src/main/java/org/broadleafcommerce/common/resource/service/ResourceBundlingServiceImpl.java","30","0","1","9","237","334","0"
"elasticsearch","4b2e4becc7c4541923a87c9be879ee0ce688bf20","src/main/java/org/elasticsearch/index/mapper/DocumentMapperParser.java","30","0","1","9","253","310","0"
"orientdb","aa420275d10b70a2e2d334f0182a8f300a229554","core/src/main/java/com/orientechnologies/common/util/OMemory.java","30","0","10","0","149","251","1"
"oryx","fddb336ac30ea3fb0bde91c61ef043f523d7d9fe","app/oryx-app-common/src/main/java/com/cloudera/oryx/app/pmml/AppPMMLUtils.java","30","0","10","3","173","265","0"
"orientdb","a92b5145e7e20707fd04df3a752691a934d0d3c9","core/src/main/java/com/orientechnologies/orient/core/serialization/OMemoryStream.java","30","0","11","38","306","478","1"
"orientdb","b8e6c27d884e64b125b691a0b066979dad05e2b7","core/src/main/java/com/orientechnologies/orient/core/serialization/OMemoryStream.java","30","0","12","39","313","490","0"
"elasticsearch","149ef74b26bb33d3a1d3c1c45c481a01345cd764","core/src/main/java/org/elasticsearch/search/aggregations/support/ValuesSourceAggregationBuilder.java","30","0","12","4","243","361","0"
"elasticsearch","2e445d3ede953c90e4e1ce69e5f53192115b9dd7","core/src/main/java/org/elasticsearch/index/fielddata/IndexFieldData.java","30","0","13","10","143","247","1"
"elasticsearch","5828796848674b656807406947f050626035845a","core/src/main/java/org/elasticsearch/index/fielddata/IndexFieldData.java","30","0","13","10","144","248","0"
"netty","c6d43667d491cdc8327db000dfe261bea0ad4bbb","codec-http/src/main/java/io/netty/handler/codec/http/websocketx/WebSocketClientHandshaker.java","30","0","14","0","227","410","2"
"hazelcast","8fb478edd7f05c3874592dfd54abd9bd62b8e5d3","hazelcast/src/main/java/com/hazelcast/spi/Operation.java","30","0","14","24","311","557","1"
"hazelcast","9edfab7f3f59aa6703b54c44ea249fa6da524874","hazelcast/src/main/java/com/hazelcast/spi/Operation.java","30","0","14","24","311","558","1"
"elasticsearch","0556c93920af457c0dfb41dc2f52013ebc3e136e","test/framework/src/main/java/org/elasticsearch/test/disruption/NetworkDisruption.java","30","0","16","35","297","454","1"
"elasticsearch","577dcb32374cf2528a5deadf0a57f1ea1d5a9cbd","test/framework/src/main/java/org/elasticsearch/test/disruption/NetworkDisruption.java","30","0","16","38","306","466","0"
"orientdb","638a4566b7ab47102ba8c7edcde1c56e535163e8","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLAbstract.java","30","0","2","1","165","247","0"
"elasticsearch","f71c9a25a182f05a7b54f3b773921b763981c2a5","core/src/main/java/org/elasticsearch/cluster/metadata/MetaDataIndexUpgradeService.java","30","0","2","1","224","326","1"
"elasticsearch","7119ffa7bcb46e043afce45c137fa93c4ff91e72","src/test/java/org/elasticsearch/document/BulkTests.java","30","0","2","11","483","601","2"
"elasticsearch","b9ffb2b0a560d4fd379c46ab27e19415229047b6","src/test/java/org/elasticsearch/document/BulkTests.java","30","0","2","11","483","601","1"
"netty","e71a521284359be8a55e7ece5910689f0cfe9ed4","codec-http/src/main/java/io/netty/handler/codec/http/multipart/AbstractMemoryHttpData.java","30","0","2","12","192","238","0"
"elasticsearch","b46d017e5c20538bf8f753935a80a081ed93d1fb","src/test/java/org/elasticsearch/document/BulkTests.java","30","0","2","12","513","634","1"
"elasticsearch","44097b358def60c1a06632bf43e6419d00e6b6d4","src/test/java/org/elasticsearch/document/BulkTests.java","30","0","2","13","565","696","2"
"elasticsearch","b454f64c5756f31c6b1c7b33dd2b373edb1df589","src/test/java/org/elasticsearch/document/BulkTests.java","30","0","2","13","565","696","2"
"netty","3482651e0c29edfa02f189751c704ebe4fe8f54c","common/src/main/java/io/netty/util/internal/DefaultPriorityQueue.java","30","0","2","14","205","292","0"
"elasticsearch","0a69f1e283e26e5d9e6a000b68b9f4778de557a1","core/src/test/java/org/elasticsearch/search/innerhits/InnerHitsIT.java","30","0","2","17","1097","1222","3"
"elasticsearch","5a64f08f048461a63a0ca1354a5050c954e63d52","core/src/test/java/org/elasticsearch/search/innerhits/InnerHitsIT.java","30","0","2","17","1098","1223","1"
"elasticsearch","b039360d2ea974b9827df90ee7d425ca15c638d6","core/src/test/java/org/elasticsearch/search/innerhits/InnerHitsIT.java","30","0","2","17","1098","1223","2"
"elasticsearch","bb15def36e87ab7fffb803bdd146a89f38b0f48f","src/main/java/org/elasticsearch/index/indexing/ShardIndexingService.java","30","0","2","17","216","273","1"
"elasticsearch","d3dc158458640242f5a583199bba2fbfb622ce9c","src/main/java/org/elasticsearch/index/indexing/ShardIndexingService.java","30","0","2","17","217","274","2"
"elasticsearch","6c34452409d2cc468daced1811db60cd81c6fe95","core/src/test/java/org/elasticsearch/search/innerhits/InnerHitsIT.java","30","0","2","18","1117","1246","1"
"MapDB","4e428b3d514575952aa0decb2607f9a6950d4e39","src/main/java/org/mapdb/CompressLZF.java","30","0","2","2","187","371","1"
"hazelcast","9f2e3b5a4595a381d73b411839c452d397fb8eef","hazelcast/src/main/java/com/hazelcast/map/impl/eviction/EvictionChecker.java","30","0","2","2","218","295","0"
"MapDB","939644c06afd0fad14c8a3c6287b2538fce85964","src/main/java/org/mapdb/TxMaker.java","30","0","2","3","221","298","1"
"MapDB","16becd4cfa393c94dd03a4261e8766d70a170978","src/main/java/org/mapdb/TxMaker.java","30","0","2","3","225","312","0"
"hazelcast","1f042b8c4a4245594691bb6d85a66ceed9b43068","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","34","610","792","2"
"hazelcast","2921cff694583b8638dae2991f427e61d5440a9d","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","34","610","792","1"
"hazelcast","8400f6fd7b97afcbbe09b54db3ce2cb315945a3e","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","34","610","792","2"
"hazelcast","934929958888f0ee66fecccaadf2e7181cbaa9c2","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","34","612","794","3"
"hazelcast","a1304b28474affba4112e799770a0b9dae6c71b6","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","34","612","794","3"
"hazelcast","6b2fbbcb689c6b1a6da417d3f63067528bb1ae86","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","34","615","797","2"
"hazelcast","7c9eca04f5b553403367c3372c2e015b643fcb97","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","35","625","808","1"
"hazelcast","facc7ce537ff0e3778b982b96cb35b5eab8e4163","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionWithMockNetworkTest.java","30","0","2","35","625","808","2"
"orientdb","46bbcabde62c2b9e61ebaf45dc23f16d9dee7f02","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTruncateClass.java","30","0","2","4","134","187","1"
"orientdb","136db63960bbf53514691bf5a0bb8361a5ea5361","core/src/main/java/com/orientechnologies/orient/core/sql/OCommandExecutorSQLTruncateClass.java","30","0","2","4","135","188","0"
"BroadleafCommerce","00554f66a115324275a4f4f4176ea7c5adedd633","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/pricing/service/workflow/FulfillmentItemPricingActivity.java","30","0","2","5","198","311","0"
"BroadleafCommerce","f0a43a10b18a55908684479d3eadcb3822d3cd60","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/pricing/service/workflow/FulfillmentItemPricingActivity.java","30","0","2","5","198","311","0"
"BroadleafCommerce","0b4d9ac4b3d46f098e7751b167c3334f6743666f","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/pricing/service/workflow/FulfillmentItemPricingActivity.java","30","0","2","5","198","316","1"
"BroadleafCommerce","93c5d12eeee608f7c749cc4ea02ef8dd54a241f2","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/pricing/service/workflow/FulfillmentItemPricingActivity.java","30","0","2","5","199","315","1"
"BroadleafCommerce","fdc7d18692bbea8a677af04f5c9dc56a0a6946f1","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/pricing/service/workflow/FulfillmentItemPricingActivity.java","30","0","2","5","199","320","1"
"BroadleafCommerce","cd4dba4517e56b14042e5ed1567e933ca3904efd","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/pricing/service/workflow/FulfillmentItemPricingActivity.java","30","0","2","6","205","326","0"
"elasticsearch","0a69f1e283e26e5d9e6a000b68b9f4778de557a1","core/src/test/java/org/elasticsearch/indices/memory/breaker/RandomExceptionCircuitBreakerIT.java","30","0","2","6","223","284","2"
"elasticsearch","5a64f08f048461a63a0ca1354a5050c954e63d52","core/src/test/java/org/elasticsearch/indices/memory/breaker/RandomExceptionCircuitBreakerIT.java","30","0","2","7","231","293","0"
"elasticsearch","e74d02138f02a66331b2611b5e70a908bb49cb97","core/src/main/java/org/elasticsearch/indices/recovery/RecoveryTargetService.java","30","0","2","7","416","533","0"
"hazelcast","60bfdcc3970902ca0db0a92df110fdcd6bb4ec99","hazelcast/src/test/java/com/hazelcast/map/NearCacheTest.java","30","0","2","9","313","412","1"
"hazelcast","b4c0ebfdf05c8f202a08a582183a486ba1e903e0","hazelcast/src/test/java/com/hazelcast/map/NearCacheTest.java","30","0","2","9","313","412","1"
"hazelcast","f80d857ea3200fe8a369c4c92f8ea65cd3a2615a","hazelcast/src/test/java/com/hazelcast/map/NearCacheTest.java","30","0","2","9","313","412","2"
"hazelcast","a393c111fc0706fc3cbe2062c8df95baa1a86e80","hazelcast/src/test/java/com/hazelcast/map/NearCacheTest.java","30","0","2","9","314","407","2"
"hazelcast","2570c8d0a3f044a52db63e4aa607ed58fbb2e915","hazelcast/src/test/java/com/hazelcast/map/NearCacheTest.java","30","0","2","9","314","413","3"
"elasticsearch","22870cc6c0f6744071b5c8801e14d29684035ad2","core/src/main/java/org/elasticsearch/action/bulk/BulkItemResponse.java","30","0","20","11","288","432","1"
"elasticsearch","d885fe62ea680989f1c27a9206f616cc5bae25ce","core/src/main/java/org/elasticsearch/index/query/SimpleQueryStringBuilder.java","30","0","22","1","255","398","0"
"elasticsearch","04e08f5e491477f573b9e3ac19ee4b57cf7886db","test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java","30","0","22","37","574","833","3"
"elasticsearch","be2a6ce80b2282779159bc017352aa6f216349e2","test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java","30","0","22","37","578","838","0"
"elasticsearch","f8df2a22e9171e07125e17f8dd95da2eeb89fe3f","test/framework/src/main/java/org/elasticsearch/test/transport/MockTransportService.java","30","0","22","37","578","838","0"
"elasticsearch","b379bf5668c5bf3a6edffbc2cd9ae97f29a8b7d6","src/main/java/org/elasticsearch/action/admin/cluster/snapshots/create/CreateSnapshotRequest.java","30","0","26","3","234","467","1"
"elasticsearch","31ecf1db98ba9822ca5eccd23dc3a09a06e91818","src/main/java/org/elasticsearch/action/admin/cluster/snapshots/create/CreateSnapshotRequest.java","30","0","28","3","240","489","1"
"elasticsearch","04c16b7ba5658c928b9bdd7201ef41ab151540ae","src/main/java/org/elasticsearch/action/admin/cluster/snapshots/create/CreateSnapshotRequest.java","30","0","28","3","241","490","0"
"elasticsearch","df8a971966b25d9b7025a6421e92f1b42685992c","core/src/main/java/org/elasticsearch/node/service/NodeService.java","30","0","3","10","153","204","0"
"elasticsearch","09fc9485c6fa33809944ddddb09a8276f88967ed","core/src/main/java/org/elasticsearch/node/service/NodeService.java","30","0","3","10","154","205","0"
"elasticsearch","7ab0e2c5321c802068d85c0fa3a0f44e0b02c5a4","core/src/test/java/org/elasticsearch/search/suggest/SuggestSearchIT.java","30","0","3","17","1048","1284","1"
"netty","7e615387905fab9a3350b91a4cb4e8adf8e6d656","transport/src/main/java/io/netty/channel/socket/oio/OioDatagramChannel.java","30","0","3","23","339","425","0"
"elasticsearch","55099df1cb7f09e878a39f15592201c0f02cae4d","core/src/test/java/org/elasticsearch/common/io/stream/BytesStreamsTests.java","30","0","3","33","617","816","0"
"netty","e6ca9882a107c34cf6358c8d7a68561025f06016","codec-http/src/main/java/io/netty/handler/codec/http/DefaultHttpHeaders.java","30","0","3","39","340","448","1"
"netty","a06295fe0ad72358f980d09feb8c971613793527","codec/src/main/java/io/netty/handler/codec/ByteToMessageDecoder.java","30","0","3","4","173","290","0"
"netty","9f88552f12c64ba3d8aafd36b56530860e6b076b","codec/src/main/java/io/netty/handler/codec/ByteToMessageDecoder.java","30","0","3","4","176","290","0"
"netty","9a88c50ffb1233a95d89b83d01d6c9673c8641e7","codec/src/main/java/io/netty/handler/codec/ByteToMessageDecoder.java","30","0","3","4","177","291","0"
"netty","086ae3536cfd10411a36f4aba475e2e348f868b8","codec/src/main/java/io/netty/handler/codec/ByteToMessageDecoder.java","30","0","3","4","180","282","0"
"BroadleafCommerce","67ffb9c79534286cb9b05a3c32b2eefb3a336600","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/domain/OfferImpl.java","30","0","3","66","666","829","1"
"BroadleafCommerce","75dcaf2c8da7e6833960df5b84be41ef527bd32b","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/domain/OfferImpl.java","30","0","3","66","666","829","1"
"BroadleafCommerce","9a2399ccabc71c63572c786cacfa9d17404bf0db","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/domain/OfferImpl.java","30","0","3","66","668","831","0"
"BroadleafCommerce","e949b136c500559ba4612d339d5abac7febc5819","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/offer/domain/OfferImpl.java","30","0","3","66","668","831","0"
"elasticsearch","c13df3b6c5020c185c232c590132151896d48d03","core/src/test/java/org/elasticsearch/indices/memory/breaker/CircuitBreakerServiceIT.java","30","0","3","7","320","427","0"
"elasticsearch","0d5a2f25d3e31dda79589d967541b810cd3e692a","core/src/test/java/org/elasticsearch/indices/memory/breaker/CircuitBreakerServiceIT.java","30","0","3","7","321","427","0"
"elasticsearch","0e9186e1373b99e261d80317c836477b7cc31d66","core/src/main/java/org/elasticsearch/discovery/zen/UnicastZenPing.java","30","0","3","8","512","678","0"
"hazelcast","6aba33ee5d757172927ac84b505f40b8df54a879","hazelcast/src/main/java/com/hazelcast/map/impl/NearCache.java","30","0","3","9","216","269","1"
"hazelcast","e8854bfc9889acbc782ebd5c9a9ef93cc0aaf766","hazelcast/src/main/java/com/hazelcast/map/impl/NearCache.java","30","0","3","9","216","269","3"
"elasticsearch","9745808c3f199218a42a7e37d5c3120ab5d700aa","src/main/java/org/elasticsearch/action/admin/indices/create/CreateIndexRequest.java","30","0","30","9","304","484","0"
"elasticsearch","78574d248cf10dad1c5a566fda79e1e0c94afe43","core/src/main/java/org/elasticsearch/action/admin/indices/create/CreateIndexRequest.java","30","0","31","10","311","491","1"
"elasticsearch","e1efd5f6baf8dec1c23c79b346b8a29f234a98bb","core/src/main/java/org/elasticsearch/action/admin/indices/create/CreateIndexRequest.java","30","0","32","10","316","501","0"
"elasticsearch","1f04182b8164ffb19f3805c48d67f0375262b317","core/src/main/java/org/elasticsearch/action/admin/indices/create/CreateIndexRequest.java","30","0","32","9","316","501","0"
"elasticsearch","25fd9e26c4fb042d6f6dea14efcd239577bdbbc4","core/src/main/java/org/elasticsearch/action/admin/indices/create/CreateIndexRequest.java","30","0","33","11","325","529","0"
"elasticsearch","56cc87b7ccd41040d8fafcaf2da3680d96d10839","core/src/main/java/org/elasticsearch/action/admin/indices/create/CreateIndexRequest.java","30","0","33","11","325","529","0"
"elasticsearch","444dff7b40444bb19c5954562b723c0faeaa3fae","src/test/java/org/elasticsearch/search/aggregations/RandomTests.java","30","0","4","1","219","273","1"
"elasticsearch","428080b49a8032a0ae4af6ff06b306b33dc3ef7c","src/test/java/org/elasticsearch/search/aggregations/RandomTests.java","30","0","4","1","219","277","0"
"elasticsearch","f739abe89e89e999225b6e478ba530c344e8e946","src/main/java/org/elasticsearch/action/bench/BenchmarkExecutor.java","30","0","4","1","322","433","1"
"hazelcast","9edfab7f3f59aa6703b54c44ea249fa6da524874","hazelcast/src/main/java/com/hazelcast/map/impl/MapKeyLoader.java","30","0","4","11","334","466","0"
"elasticsearch","a7779d8e1d4af96b6c461e0e2341ac7699610067","src/test/java/org/elasticsearch/index/query/SimpleIndexQueryParserTests.java","30","0","4","175","2271","2594","2"
"elasticsearch","36884807b3cc9d660db4da062275c7fdbec8ba67","src/test/java/org/elasticsearch/index/query/SimpleIndexQueryParserTests.java","30","0","4","175","2292","2617","0"
