,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
896,0,5,8,1,3,3,1,3,13.21,17.1,3863.67,0.08,47,0.06,214.65,225.95,19,28,10,18,11,N
897,0,5,8,1,3,3,1,3,14.42,17.18,4256.92,0.08,51,0.06,236.5,247.76,21,30,11,18,11,N
898,0,5,9,1,3,3,1,3,13.36,17.94,4301.69,0.08,51,0.06,238.98,239.72,19,32,9,17,12,N
899,0,1,0,0,1,1,1,1,8,1,8,0,4,1,0.44,8,2,2,2,2,1,N
900,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
901,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
902,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
903,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
904,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
905,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
906,0,1,0,0,1,1,1,1,20,0.5,5,0,5,2,0.28,10,3,2,3,1,1,N
907,0,3,0,0,2,1,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,0,N
908,0,5,4,0,3,3,3,1,15.9,5.79,532.29,0.03,23,0.17,29.57,92,9,14,7,9,5,N
909,0,5,5,0,3,3,3,2,16.59,5.79,555.43,0.03,24,0.17,30.86,96,9,15,7,9,7,N
910,0,9,16,1,5,4,1,2,13.97,34.36,16494.55,0.16,96,0.03,916.36,480,36,60,11,21,18,N
911,0,1,2,0,1,1,1,2,7.2,2.5,45,0.01,9,0.4,2.5,18,5,4,2,2,4,N
912,0,7,9,1,4,4,1,3,18.47,17,5338.7,0.1,64,0.06,296.59,314.04,26,38,13,17,12,N
913,0,13,15,1,7,7,1,2,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,51,73,16,20,17,N
914,0,7,9,1,4,4,1,3,18.18,17,5255.28,0.1,63,0.06,291.96,309.13,26,37,13,17,12,N
915,0,7,10,1,4,4,1,3,14.36,24.56,8656.64,0.12,75,0.04,480.92,352.53,26,49,9,17,13,N
916,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
917,0,1,0,0,1,1,1,1,21,0.67,9.33,0,7,1.5,0.52,14,4,3,3,1,1,N
918,0,1,0,0,1,1,1,1,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,5,4,4,1,1,N
919,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N
920,0,1,0,0,1,1,1,1,21,0.67,9.33,0,7,1.5,0.52,14,4,3,3,1,1,N
921,0,1,0,0,1,1,1,1,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,5,4,4,1,1,N
922,0,1,4,1,1,1,1,1,19.35,6.25,755.8,0.04,29,0.16,41.99,120.93,10,19,8,10,5,N
923,0,3,2,0,2,2,1,1,14.83,3.5,181.62,0.02,15,0.29,10.09,51.89,4,11,4,7,3,N
924,0,3,2,0,2,1,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,3,N
925,0,3,2,0,2,2,1,1,14.83,3.5,181.62,0.02,15,0.29,10.09,51.89,4,11,4,7,3,N
926,0,1,1,0,1,1,1,1,18.09,1,18.09,0.01,7,1,1.01,18.09,4,3,4,2,2,N
927,0,1,1,1,1,1,1,1,8.3,4,132.88,0.01,10,0.25,7.38,33.22,2,8,2,8,2,N
928,0,1,1,0,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
929,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
930,0,1,1,0,1,1,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,N
931,0,1,0,0,1,1,1,1,8,1,8,0,4,1,0.44,8,2,2,2,2,1,N
932,0,3,1,0,2,1,1,1,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,2,N
933,0,1,2,0,1,1,1,1,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,3,N
934,0,7,6,0,4,4,1,1,12.38,20,4951.76,0.08,54,0.05,275.1,247.59,24,30,9,15,7,N
935,0,7,8,0,4,4,1,2,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,21,27,9,13,10,N
936,0,5,3,0,3,2,3,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,8,15,5,12,4,N
937,0,3,4,0,2,2,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,6,10,5,7,5,N
938,0,3,4,0,2,2,1,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,6,10,5,7,5,N
939,0,7,14,1,4,3,1,2,11.91,27.44,8971.59,0.11,68,0.04,498.42,326.9,26,42,9,19,16,N
940,0,5,6,0,3,3,1,1,13.75,16,3521.25,0.07,48,0.06,195.63,220.08,16,32,8,16,7,N
941,0,3,5,0,2,2,1,2,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,10,15,6,9,7,N
942,0,11,20,5,6,5,1,4,17.24,24.19,10090.27,0.14,85,0.04,560.57,417.09,37,48,13,17,24,N
943,0,1,2,0,1,1,1,1,6,2,24,0,6,0.5,1.33,12,4,2,2,2,3,N
944,0,5,8,1,3,3,1,3,8.83,23.14,4728.77,0.07,44,0.04,262.71,204.33,18,26,7,18,11,N
945,0,5,9,1,3,3,1,3,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,17,29,7,17,12,N
946,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
947,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
948,0,3,1,0,2,1,1,1,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,2,N
949,0,3,1,0,2,1,1,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,4,10,3,8,2,N
950,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
951,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
952,0,3,1,0,2,1,1,1,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,2,N
953,0,3,1,0,2,1,1,1,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,4,10,3,8,2,N
954,0,3,1,0,2,1,1,1,9.97,4.67,217.03,0.02,14,0.21,12.06,46.51,4,10,3,7,2,N
955,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,0,N
956,0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,0,N
957,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
958,0,1,0,0,1,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,1,N
959,0,1,0,0,1,1,1,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,0,N
960,0,1,0,0,1,1,1,0,8,3,72,0.01,8,0.33,4,24,2,6,2,6,0,N
961,0,3,0,0,2,1,1,0,8.18,7,401.52,0.02,16,0.14,22.31,57.36,7,9,4,8,0,N
962,0,1,0,0,1,1,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,0,N
963,0,1,0,0,1,1,1,0,8,3,72,0.01,8,0.33,4,24,2,6,2,6,0,N
964,0,3,0,0,2,1,1,0,9.87,7.7,585.2,0.03,19,0.13,32.5,76,7,12,5,11,0,N
965,0,1,0,0,1,1,1,0,12,3,108,0.01,12,0.33,6,36,2,10,2,6,0,N
966,0,1,0,0,1,1,1,0,9.05,2,36.19,0.01,7,0.5,2,18.09,2,5,2,4,0,N
967,0,1,0,0,1,1,1,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,0,N
968,0,1,0,0,1,1,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
969,0,1,1,0,1,1,1,1,13.44,4,215.1,0.02,15,0.25,11.95,53.77,4,11,4,8,2,N
970,0,3,3,8,2,2,1,2,9.73,9,788.12,0.03,23,0.11,43.78,87.57,10,13,5,9,5,N
971,0,89,285,22,84,77,10,9,47.61,177.87,1506363.92,2.82,1128,0.01,83686.88,8468.79,380,748,94,88,294,Y
972,0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
973,0,1,3,5,1,1,1,1,20.84,3.94,323.05,0.03,21,0.25,17.95,82.04,9,12,8,7,4,N
974,0,5,13,1,4,4,1,2,19.33,10,1932.62,0.06,44,0.1,107.37,193.26,15,29,9,12,15,N
975,0,1,0,0,1,1,1,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,0,N
976,0,1,2,0,1,1,1,1,13.29,3.5,162.77,0.02,14,0.29,9.04,46.51,7,7,5,5,3,N
977,0,1,2,0,1,1,1,1,12.36,4.2,217.94,0.02,15,0.24,12.11,51.89,7,8,5,6,3,N
978,0,1,1,0,1,1,1,1,14.38,4.5,291.26,0.02,17,0.22,16.18,64.73,5,12,5,9,2,N
979,0,1,1,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
980,0,1,1,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
981,0,1,1,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
982,0,1,1,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
983,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,N
984,0,1,0,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,1,N
985,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,2,0,1,N
986,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,N
987,0,1,0,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,1,N
988,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,2,0,1,N
989,0,1,1,0,1,1,1,1,11.24,4,179.89,0.01,13,0.25,9.99,44.97,3,10,3,8,2,N
990,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
991,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
992,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
993,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
994,0,1,1,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
995,0,1,0,0,1,1,1,0,4.75,1,4.75,0,3,1,0.26,4.75,1,2,1,2,0,N
996,0,3,4,0,2,1,1,1,6.18,5,154.4,0.01,11,0.2,8.58,30.88,4,7,2,5,5,N
997,0,3,1,0,2,1,1,1,5.05,5,126.33,0.01,9,0.2,7.02,25.27,4,5,2,5,2,N
998,0,7,1,0,4,1,1,1,6.66,10,665.68,0.02,21,0.1,36.98,66.57,10,11,3,6,2,N
999,0,3,1,0,2,1,1,1,5.05,5,126.33,0.01,9,0.2,7.02,25.27,4,5,2,5,2,N
1000,0,3,4,0,2,1,1,1,6.18,5,154.4,0.01,11,0.2,8.58,30.88,4,7,2,5,5,N
1001,0,7,1,0,4,1,1,1,6.66,10,665.68,0.02,21,0.1,36.98,66.57,10,11,3,6,2,N
1002,0,1,1,0,1,1,1,1,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,5,8,4,7,2,N
1003,0,1,1,0,1,1,1,1,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,4,7,4,7,2,N
1004,0,3,1,0,2,1,1,1,3.95,15.75,980.75,0.02,18,0.06,54.49,62.27,7,11,2,9,2,N
1005,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,N
1006,0,1,0,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,1,N
1007,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,2,0,1,N
1008,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1009,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1010,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1011,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1012,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1013,0,1,1,0,1,1,1,1,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,2,N
1014,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1015,0,1,1,0,1,1,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,N
1016,0,5,1,0,3,1,1,1,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,6,17,2,9,2,N
1017,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1018,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1019,0,1,0,0,1,1,1,1,6.64,6,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,1,N
1020,0,1,0,0,1,1,1,1,6.64,6,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,1,N
1021,0,1,0,0,1,1,1,1,5.81,8,372.06,0.02,14,0.13,20.67,46.51,4,10,2,8,1,N
1022,0,1,1,0,1,1,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,N
1023,0,1,1,0,1,1,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,N
1024,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1025,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1026,0,1,1,4,1,1,1,1,11.24,4,179.89,0.01,13,0.25,9.99,44.97,3,10,3,8,2,N
1027,0,1,1,0,1,1,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,N
1028,0,3,1,0,2,1,1,1,7,6,252,0.01,14,0.17,14,42,4,10,2,6,2,N
1029,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1030,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1031,0,1,1,0,1,1,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,N
1032,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1033,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1034,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
1035,0,1,1,0,1,1,1,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,N
1036,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1037,0,1,1,0,1,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2,N
1038,0,1,1,0,1,1,1,1,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
1039,0,1,0,0,1,1,1,1,6.64,6,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,1,N
1040,0,1,0,0,1,1,1,1,6.64,6,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,1,N
1041,0,1,0,0,1,1,1,1,5.81,8,372.06,0.02,14,0.13,20.67,46.51,4,10,2,8,1,N
1042,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
1043,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
1044,0,1,1,0,1,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
1045,0,1,0,0,1,1,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
1046,0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,0,N
1047,0,1,1,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
1048,0,1,1,0,1,1,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
1049,0,1,0,0,1,1,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
1050,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,2,0,2,0,2,0,N
1051,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,2,2,0,2,0,0,N
1052,0,1,1,0,1,1,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,2,N
1053,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,N
1054,0,3,0,0,2,2,1,0,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,4,8,3,8,0,N
1055,0,1,0,0,1,1,1,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,0,N
1056,0,1,1,0,1,1,1,1,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,5,7,5,5,2,N
1057,0,1,6,2,1,1,1,1,23.93,9.55,2180.19,0.08,52,0.1,121.12,228.4,21,31,11,10,7,N
1058,0,1,0,0,1,1,1,0,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,0,N
1059,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,N
1060,0,1,0,0,1,1,1,1,0,0,0,0,2,0,0,2,2,0,2,0,1,N
1061,0,7,12,0,4,3,1,3,10.48,27.19,7748.01,0.09,63,0.04,430.45,284.98,29,34,8,15,15,N
1062,0,7,12,0,4,3,1,3,13.08,24.8,8043.39,0.11,69,0.04,446.86,324.33,31,38,10,16,15,N
1063,0,1,0,0,1,1,1,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,0,N
1064,0,1,0,0,1,1,1,0,8,3,72,0.01,8,0.33,4,24,2,6,2,6,0,N
1065,0,1,3,0,1,1,1,1,10.34,2.5,64.62,0.01,10,0.4,3.59,25.85,5,5,3,3,4,N
1066,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1067,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1068,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1069,0,3,4,0,2,2,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,6,10,5,8,5,N
1070,0,3,4,0,2,2,1,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5,N
1071,0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
1072,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1073,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1074,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1075,0,3,4,0,2,2,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,6,10,5,8,5,N
1076,0,3,4,0,2,2,1,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5,N
1077,0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
1078,0,5,4,0,3,3,3,1,15.9,5.79,532.29,0.03,23,0.17,29.57,92,9,14,7,9,5,N
1079,0,5,4,0,3,3,3,1,17.44,5.63,551.81,0.03,24,0.18,30.66,98.1,10,14,8,9,5,N
1080,0,5,3,0,3,3,1,1,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,14,19,6,8,4,N
1081,0,1,1,0,1,1,1,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,2,N
1082,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1083,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1084,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1085,0,3,4,0,2,2,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,6,10,5,8,5,N
1086,0,3,4,0,2,2,1,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5,N
1087,0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
1088,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1089,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1090,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1091,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1092,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1093,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1094,0,3,4,0,2,2,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,6,10,5,8,5,N
1095,0,3,4,0,2,2,1,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5,N
1096,0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
1097,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1098,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1099,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1100,0,1,1,0,1,1,1,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,2,N
1101,0,1,1,0,1,1,1,1,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,2,N
1102,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1103,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1104,0,3,4,0,2,2,1,1,12.33,4.8,284.19,0.02,16,0.21,15.79,59.21,6,10,5,8,5,N
1105,0,3,4,0,2,2,1,1,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,7,10,6,8,5,N
1106,0,3,2,0,2,2,1,1,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,8,11,3,8,3,N
1107,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1108,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1109,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1110,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1111,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1112,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1113,0,1,1,0,1,1,1,1,5.8,2,23.22,0,5,0.5,1.29,11.61,1,4,1,4,2,N
1114,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1115,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1116,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,N
1117,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
1118,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,N
1119,0,1,4,0,1,1,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,5,N
1120,0,1,2,0,1,1,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,3,N
1121,0,1,1,0,1,1,1,1,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,N
1122,0,12,18,2,8,7,5,2,27.79,11.33,3570,0.11,63,0.09,198.33,315,20,43,15,17,20,N
1123,0,1,1,0,1,1,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,2,N
1124,0,1,7,0,1,1,1,1,24.75,1.33,44,0.01,11,0.75,2.44,33,8,3,6,2,8,N
1125,0,3,1,0,2,1,1,1,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,2,N
1126,0,1,2,0,1,1,1,1,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,5,12,4,9,3,N
1127,0,5,4,0,3,3,1,1,10.03,17.33,3014.58,0.06,39,0.06,167.48,173.92,13,26,6,16,5,N
1128,0,3,6,0,2,2,1,2,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,8,13,6,7,8,N
1129,0,3,7,0,2,2,1,2,19.99,4,319.82,0.03,21,0.25,17.77,79.95,8,13,7,7,9,N
1130,0,7,13,1,4,3,1,2,11.84,26.39,8245.95,0.1,65,0.04,458.11,312.48,25,40,9,19,15,N
1131,0,11,20,5,6,5,1,4,20.14,22.1,9834.5,0.15,89,0.05,546.36,445,39,50,15,17,24,N
1132,0,3,6,1,2,1,1,3,11.06,11.14,1372.69,0.04,29,0.09,76.26,123.19,13,16,7,12,9,N
1133,0,5,8,1,3,3,1,3,13.21,17.1,3863.67,0.08,47,0.06,214.65,225.95,19,28,10,18,11,N
1134,0,5,8,1,3,3,1,3,14.42,17.18,4256.92,0.08,51,0.06,236.5,247.76,21,30,11,18,11,N
1135,0,5,9,1,3,3,1,3,13.36,17.94,4301.69,0.08,51,0.06,238.98,239.72,19,32,9,17,12,N
