LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,3,6,0,2,2,1,3,14.94,10.13,1531.27,0.05,37,0.1,85.07,151.24,18,19,8,9,9,N
1,5,0,0,3,1,3,11,14.12,10.89,1674.72,0.05,34,0.09,93.04,153.8,14,20,9,14,11,N
0,23,0,0,12,6,10,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,51,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
2,3,0,0,2,2,1,12,14.45,6.4,592.07,0.03,25,0.16,32.89,92.51,8,17,5,8,16,N
3,3,0,0,2,2,1,16,30.45,4.62,648.71,0.05,32,0.22,36.04,140.55,15,17,13,8,16,N
3,7,1,0,4,2,3,15,14.41,13.0,2434.85,0.06,42,0.08,135.27,187.3,18,24,9,13,16,N
0,1,0,0,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,73,0,0,37,30,22,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,173,N
4,3,0,0,2,2,1,13,30.49,5.79,1020.71,0.06,39,0.17,56.71,176.42,18,21,14,9,19,N
2,3,1,0,2,1,1,6,11.71,4.9,281.06,0.02,16,0.2,15.61,57.36,7,9,5,7,7,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,3,3,0,2,1,1,1,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,6,12,5,8,4,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,2,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,2,N
0,1,0,0,1,1,1,6,2.5,2.0,10.0,0.0,5,0.5,0.56,5.0,4,1,1,1,6,N
8,27,1,11,14,12,4,60,42.93,31.94,43810.43,0.46,243,0.03,2433.91,1371.46,75,168,27,23,82,Y
7,1,0,5,1,1,1,41,82.41,15.83,20659.4,0.43,239,0.06,1147.74,1304.8,95,144,33,11,57,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
16,5,0,0,3,3,1,16,34.85,12.81,5721.32,0.15,95,0.08,317.85,446.54,41,54,16,10,34,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
7,1,0,7,1,1,1,9,51.98,2.0,207.93,0.03,29,0.5,11.55,103.96,12,17,9,3,25,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,0,0,1,1,1,3,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,4,8,3,5,3,N
2,7,0,0,4,1,4,9,16.98,8.67,1275.4,0.05,33,0.12,70.86,147.16,12,21,9,13,13,N
3,5,0,5,3,1,1,7,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,16,27,7,12,7,N
0,1,1,0,1,1,1,2,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,2,2,2,2,3,N
0,3,0,0,2,2,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,14,N
0,3,0,0,2,1,1,8,16.21,7.31,866.8,0.04,29,0.14,48.16,118.54,13,16,8,9,8,N
1,3,2,0,2,2,1,3,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,5,N
0,45,0,0,22,16,19,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,95,Y
4,21,0,0,11,5,1,55,31.27,32.15,32324.04,0.34,180,0.03,1795.78,1005.29,76,104,26,22,61,N
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,5,N
0,1,0,0,1,1,1,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,3,12,2,8,0,N
0,1,0,0,1,1,1,2,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,2,6,2,5,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,4,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
4,5,0,0,3,3,1,14,19.7,8.56,1442.08,0.06,39,0.12,80.12,168.56,14,25,9,11,20,N
0,1,0,0,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,11,0,0,6,2,4,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,37,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,1,0,0,1,1,1,4,18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,6,8,5,4,4,N
1,19,0,0,10,5,6,13,19.75,20.46,8269.85,0.13,85,0.05,459.44,404.17,38,47,13,14,13,N
0,13,1,2,7,1,1,9,13.5,17.0,3900.44,0.08,64,0.06,216.69,229.44,34,30,6,6,10,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
2,7,0,0,4,1,1,17,16.63,16.55,4551.62,0.09,60,0.06,252.87,275.1,28,32,11,13,21,N
0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,2,N
0,1,0,1,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
42,77,5,35,39,14,30,228,71.69,97.82,685920.72,2.34,1097,0.01,38106.71,7012.37,413,684,57,27,312,N
2,3,1,0,2,1,1,7,12.44,4.9,298.63,0.02,17,0.2,16.59,60.94,7,10,5,7,8,N
2,11,0,0,6,3,5,22,24.72,11.2,3101.34,0.09,57,0.09,172.3,276.9,24,33,15,14,26,N
0,1,0,0,1,1,1,3,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,3,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,3,4,0,2,2,1,1,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,6,12,4,9,5,N
6,7,3,5,4,4,1,5,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,12,16,8,6,8,N
11,1,0,15,1,1,1,10,26.02,5.91,908.41,0.05,35,0.17,50.47,153.73,13,22,11,10,10,N
1,1,0,0,1,1,1,9,13.68,9.63,1267.48,0.04,31,0.1,70.42,131.69,14,17,8,11,9,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
2,1,0,2,1,1,1,12,40.72,8.91,3232.07,0.12,87,0.11,179.56,362.78,28,59,11,7,12,N
2,1,0,1,1,1,1,16,62.78,4.69,1379.46,0.1,67,0.21,76.64,294.29,30,37,16,5,16,N
2,11,0,2,6,4,1,27,24.61,13.87,4733.0,0.11,71,0.07,262.94,341.32,32,39,15,13,33,N
1,3,1,0,2,2,1,7,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,11,14,7,7,8,N
6,3,0,0,2,2,1,27,48.95,11.28,6228.84,0.18,106,0.09,346.05,552.2,47,59,25,12,35,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,1,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
56,175,4,32,104,86,46,559,106.36,133.52,1896161.7,4.73,1822,0.01,105342.32,14201.43,645,1177,157,65,657,Y
0,1,1,0,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
0,1,0,0,1,1,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,N
0,7,0,0,4,2,4,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,48,Y
0,1,0,0,1,1,1,1,5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,4,10,2,8,1,N
4,3,0,0,2,2,1,12,20.88,9.75,1984.71,0.07,45,0.1,110.26,203.56,15,30,10,13,19,N
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
0,37,0,0,19,11,13,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,105,Y
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,0,4,0,4,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
3,1,0,1,1,1,1,9,24.52,10.5,2703.86,0.09,63,0.1,150.21,257.51,30,33,10,7,16,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,0,18.0,1.5,40.5,0.01,9,0.67,2.25,27.0,5,4,5,3,0,N
0,1,0,0,1,1,1,2,20.97,3.0,188.72,0.02,17,0.33,10.48,62.91,7,10,7,6,2,N
0,1,82,22,1,1,1,2,382.22,11.83,53473.31,1.51,679,0.08,2970.74,4520.93,275,404,93,8,84,N
1,1,0,0,1,1,1,7,20.08,5.5,607.27,0.04,29,0.18,33.74,110.41,11,18,7,7,7,N
36,23,21,29,12,8,5,45,68.78,26.32,47644.35,0.6,288,0.04,2646.91,1810.2,94,194,50,28,66,N
2,3,0,0,2,1,1,7,13.01,7.07,650.57,0.03,23,0.14,36.14,92.0,11,12,7,9,11,Y
3,1,0,0,1,1,1,12,44.78,10.71,5140.01,0.16,111,0.09,285.56,479.73,50,61,14,6,12,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
2,7,0,0,4,2,4,7,7.8,19.6,2997.34,0.05,36,0.05,166.52,152.93,14,22,5,14,7,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
2,3,1,0,2,1,1,6,11.71,4.9,281.06,0.02,16,0.2,15.61,57.36,7,9,5,7,7,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,3,0,0,2,2,1,5,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,N
0,3,0,0,2,1,1,11,16.61,3.0,149.49,0.02,15,0.33,8.3,49.83,4,11,4,6,11,N
1,5,0,0,3,2,1,7,20.26,8.64,1513.68,0.06,42,0.12,84.09,175.14,11,31,7,11,7,N
5,5,0,3,3,3,1,20,38.85,12.28,5856.79,0.16,93,0.08,325.38,477.02,26,67,18,17,20,N
2,143,0,0,72,71,70,58,89.69,33.23,99019.72,0.99,483,0.03,5501.1,2980.07,215,268,55,17,58,N
0,21,0,0,11,7,6,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,160,Y
2,11,1,0,6,4,6,23,27.33,14.93,6093.85,0.14,84,0.07,338.55,408.07,32,52,15,14,24,N
0,1,0,1,1,1,1,15,50.84,10.29,5378.95,0.17,121,0.1,298.83,522.95,48,73,14,6,15,N
0,6,0,0,5,1,1,18,30.41,6.11,1135.71,0.06,43,0.16,63.09,185.84,10,33,9,11,20,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
47,3,7,130,2,2,1,283,186.83,43.85,359168.94,2.73,1186,0.02,19953.83,8191.57,570,616,104,16,469,Y
1,5,0,0,3,3,1,7,24.15,8.59,1782.21,0.07,48,0.12,99.01,207.45,21,27,11,9,7,N
0,3,3,0,2,1,1,1,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,6,12,5,8,4,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,1,0,0,1,1,1,3,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,5,N
5,9,0,0,5,5,4,30,28.2,22.19,13888.67,0.21,122,0.05,771.59,625.77,47,75,18,17,37,N
2,5,0,2,3,2,1,9,17.13,6.0,616.79,0.03,27,0.17,34.27,102.8,12,15,7,7,9,N
14,9,0,1,5,5,1,34,77.52,7.5,4360.46,0.19,110,0.13,242.25,581.39,50,60,30,9,51,Y
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
4,23,0,0,12,5,7,18,22.4,39.95,35741.36,0.3,167,0.03,1985.63,894.71,69,98,19,22,24,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,1,0,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
2,11,0,0,6,1,5,7,9.45,16.5,2574.0,0.05,39,0.06,143.0,156.0,11,28,4,12,7,N
1,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,4,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
1,5,0,0,3,2,1,7,10.42,8.25,709.1,0.03,22,0.12,39.39,85.95,11,11,6,9,10,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
0,1,1,0,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
6,3,0,0,2,2,1,4,9.08,5.33,258.3,0.02,14,0.19,14.35,48.43,4,10,3,8,4,N
1,3,1,0,2,2,1,17,54.5,9.27,4686.53,0.17,103,0.11,260.36,505.41,51,52,22,8,18,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
37,7,0,3,4,4,1,117,174.15,31.63,174268.57,1.84,799,0.03,9681.59,5508.96,355,444,101,18,159,N
0,19,0,0,10,2,10,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,32,N
0,1,1,0,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,0,10.0,1.0,10.0,0.0,5,1.0,0.56,10.0,2,3,2,2,0,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
3,1,3,3,1,1,1,6,24.2,5.0,605.07,0.04,28,0.2,33.61,121.01,10,18,10,10,9,N
0,1,0,0,1,1,1,3,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,3,N
0,1,0,0,1,1,1,0,7.33,4.5,148.5,0.01,11,0.22,8.25,33.0,3,8,2,6,0,N
2,23,9,6,17,15,7,43,34.14,30.0,30723.65,0.34,172,0.03,1706.87,1024.11,64,108,32,30,52,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,1,0,1,1,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,5,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.01,6,0.0,0.0,15.51,0,6,0,6,2,N
1,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,1,0,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
1,1,0,4,1,1,1,7,44.57,3.46,534.07,0.05,37,0.29,29.67,154.29,18,19,13,5,7,N
0,1,9,0,1,1,1,2,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,9,0,1,0,11,N
0,1,1,0,1,1,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
0,1,3,2,1,1,1,1,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,4,N
0,3,0,0,2,1,1,5,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,7,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
16,3,3,25,2,2,1,16,18.96,13.64,3525.33,0.09,55,0.07,195.85,258.51,20,35,11,15,19,N
4,3,0,4,2,2,1,11,31.27,5.79,1046.88,0.06,40,0.17,58.16,180.94,18,22,14,9,21,N
6,7,0,3,4,4,1,17,47.94,10.46,5246.31,0.17,93,0.1,291.46,501.49,34,59,26,16,28,N
0,1,0,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,3,N
0,1,0,0,1,1,1,0,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,0,N
4,5,0,6,3,1,1,13,16.59,15.82,4150.16,0.09,58,0.06,230.56,262.37,29,29,11,12,13,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
11,9,0,10,5,3,1,34,41.06,18.63,14257.41,0.26,141,0.05,792.08,765.1,57,84,26,17,57,Y
0,1,0,0,1,1,1,2,27.35,3.0,246.13,0.03,21,0.33,13.67,82.04,9,12,9,6,2,N
2,3,0,0,2,1,1,4,13.2,6.67,586.67,0.03,22,0.15,32.59,88.0,8,14,6,10,8,N
2,5,0,0,3,2,1,6,18.13,7.5,1020.0,0.05,34,0.13,56.67,136.0,9,25,6,10,6,N
0,1,0,0,1,1,1,3,15.19,3.5,186.03,0.02,16,0.29,10.33,53.15,7,9,5,5,5,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,5,0,0,3,3,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,26,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
0,1,0,0,1,1,1,2,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,4,N
1,5,0,5,3,3,3,9,31.85,3.85,472.1,0.04,30,0.26,26.23,122.62,11,19,10,7,17,N
1,8,0,1,5,5,3,37,56.16,12.15,8293.01,0.23,132,0.08,460.72,682.43,43,89,23,13,41,N
4,7,0,1,4,4,1,26,36.01,10.31,3829.39,0.12,79,0.1,212.74,371.33,33,46,16,10,33,Y
0,1,0,0,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,N
0,1,0,0,1,1,1,6,11.68,5.33,332.11,0.02,18,0.19,18.45,62.27,4,14,3,8,6,N
0,1,0,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,3,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,5,0,0,3,2,1,5,11.4,6.67,506.67,0.03,19,0.15,28.15,76.0,8,11,6,10,7,N
0,3,0,0,2,2,1,5,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,7,12,6,7,5,N
0,75,0,0,39,12,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,154,Y
4,3,0,3,2,1,1,7,13.83,11.25,1750.38,0.05,36,0.09,97.24,155.59,15,21,8,12,16,N
0,5,4,0,3,3,1,1,10.03,17.33,3014.58,0.06,39,0.06,167.48,173.92,13,26,6,16,5,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,0,4,0,4,2,N
1,5,4,1,3,2,1,6,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,10,13,8,7,10,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
3,1,1,1,1,1,1,8,40.45,3.09,386.43,0.04,32,0.32,21.47,125.02,17,15,11,4,9,N
5,11,1,5,6,5,5,22,29.78,29.7,26264.9,0.29,164,0.03,1459.16,884.34,54,110,20,22,23,N
0,3,0,0,2,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,0,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
7,29,7,14,15,5,9,25,32.32,33.06,35331.2,0.36,184,0.03,1962.84,1068.55,82,102,31,25,32,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
27,27,3,1,15,12,8,73,36.37,50.39,92350.98,0.61,299,0.02,5130.61,1832.66,113,186,37,33,76,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,9,3,0,5,5,4,4,6.95,27.62,5307.06,0.06,47,0.04,294.84,192.11,17,30,4,13,7,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
2,11,1,0,6,3,5,10,32.09,31.63,32092.96,0.34,192,0.03,1782.94,1014.8,44,148,16,23,15,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
5,1,0,0,1,1,1,10,31.98,5.0,799.56,0.05,37,0.2,44.42,159.91,15,22,12,8,10,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,3,0,0,2,2,1,0,6.69,7.5,376.42,0.02,14,0.13,20.91,50.19,5,9,3,9,0,N
0,1,0,0,1,1,1,0,4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,1,2,1,2,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
1,5,0,0,3,3,1,24,32.82,9.17,2757.59,0.1,64,0.11,153.2,300.83,25,39,15,11,29,N
0,25,0,0,13,11,13,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,19,N
0,3,0,0,2,2,1,4,13.67,6.0,492.27,0.03,21,0.17,27.35,82.04,6,15,5,10,4,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
2,1,0,0,1,1,1,6,16.68,7.5,938.23,0.04,30,0.13,52.12,125.1,12,18,8,10,6,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,3,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,5,N
